GHG ID No. / No d'identification de GES,Reference Year / Année de référence,Facility Name / Nom de l'installation,Facility Location / Emplacement de l'installation,Facility City or District or Municipality / Ville ou District ou Municipalité de l'installation,Facility Province or Territory / Province ou territoire de l'installation,Facility Postal Code / Code postal de l'installation,Latitude,Longitude,Facility NPRI ID / Numéro d'identification de l'INRP,Facility NAICS Code / Code SCIAN de l'installation,English Facility NAICS Code Description / Description du code SCIAN de l'installation en anglais,French Facility NAICS Code Description / Description du code SCIAN de l'installation en français,Reporting Company Legal Name / Dénomination sociale de la société déclarante,Reporting Company Trade Name / Nom commercial de la société déclarante,Reporting Company Business Number / Numéro d'entreprise de la société déclarante,DUNS Number / Numéro DUNS,Public Contact Name / Nom du responsable des renseignements au public,Public Contact Position / Poste ou Titre du responsable des renseignements au public,Public Contact Telephone / Numéro de téléphone du responsable des renseignements au public,Public Contact Extension / Poste téléphonique du responsable des renseignements au public,Public Contact Email / Adresse électronique du responsable des renseignements au public,Public Contact Mailing Address / Adresse postale du responsable des renseignements au public,Public Contact City or District or Municipality / Ville ou District ou Municipalité du responsable des renseignements au public,Public Contact Province or Territory / Province ou Territoire du responsable des renseignements au public,Public Contact Postal Code / Code postal du responsable des renseignement au public,CO2 (tonnes),CO2 (tonnes CO2e / tonnes éq. CO2),CH4 (tonnes),CH4 (tonnes CO2e / tonnes éq. CO2),N2O (tonnes),N2O (tonnes CO2e / tonnes éq. CO2),HFC-23 (tonnes), HFC-23 (tonnes CO2e / tonnes éq. CO2),HFC-32 (tonnes),HFC-32 (tonnes CO2e / tonnes éq. CO2),HFC-125 (tonnes),HFC-125 (tonnes CO2e / tonnes éq. CO2),HFC-134a (tonnes),HFC-134a (tonnes CO2e / tonnes éq. CO2),HFC-143a (tonnes),HFC-143a (tonnes CO2e / tonnes éq. CO2),HFC-152a (tonnes),HFC-152a (tonnes CO2e / tonnes éq. CO2),HFC-41 (tonnes),HFC-41 (tonnes CO2e / tonnes éq. CO2),HFC-43-10mee (tonnes),HFC-43-10mee (tonnes CO2e / tonnes éq. CO2),HFC-134 (tonnes),HFC-134 (tonnes CO2e / tonnes éq. CO2),HFC-143 (tonnes),HFC-143 (tonnes CO2e / tonnes éq. CO2),HFC-227ea (tonnes),HFC-227ea (tonnes CO2e / tonnes éq. CO2),HFC-236fa (tonnes),HFC-236fa (tonnes CO2e / tonnes éq. CO2),HFC-245ca (tonnes),HFC-245ca (tonnes CO2e / tonnes éq. CO2),HFC Total (tonnes CO2e / tonnes éq. CO2),CF4 (tonnes),CF4 (tonnes CO2e / tonnes éq. CO2),C2F6 (tonnes),C2F6 (tonnes CO2e / tonnes éq. CO2),C3F8 (tonnes),C3F8 (tonnes CO2e / tonnes éq. CO2),C4F10 (tonnes),C4F10 (tonnes CO2e / tonnes éq. CO2),C4F8 (tonnes),C4F8 (tonnes CO2e / tonnes éq. CO2),C5F12 (tonnes),C5F12 (tonnes CO2e / tonnes éq. CO2),C6F14 (tonnes),C6F14 (tonnes CO2e / tonnes éq. CO2),PFC Total (tonnes CO2e / tonnes éq. CO2),SF6 (tonnes),SF6 (tonnes CO2e / tonnes éq. CO2),Total Emissions (tonnes CO2e) / Émissions totales (tonnes éq. CO2),Monitoring or Direct Measurement / Surveillance ou mesure directe,Mass Balance / Bilan massique,Emission Factors / Facteurs d'émission,Engineering Estimates / Calculs techniques
G11122,2017,CANADIAN FORCES BASE/ AREA SUPPORT UNIT KINGSTON, 11 Mercury Crescent ,Kingston,Ontario,K7K7B4,44.24270,-76.43170,7294,911110,Defense Services,Services de défense,DEPARTMENT OF NATIONAL DEFENCE,,121491807,,MARYAM MANESH,ENVIRONMENTAL ADVISOR,6139717629,,MARYAM.MANESH@FORCES.GC.CA, 101 Colonel By Drive Drive North,ottawa,Ontario,k1a 0k5,19476,19476,0.38,9.5,0.36,107.28,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,0,,0,19592.78,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G11123,2017,"Fabrication région Est, Sherbrooke", 2888 du Collège  ,Sherbrooke,Quebec,J1M1Z4,45.36667,-71.85417,1878,322121,Paper (except Newsprint) Mills,Usines de papier (sauf papier journal),Produits Kruger s.e.c.,,104754825,,,,,,,    ,,,,11732.48,11732.48,0.259,6.475,0.206,61.388,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,0,,0,11800.343,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G11124,2017,Baycoat, 244 Lanark Street ,Hamilton,Ontario,L8N3K7,43.24280,-79.75030,15,332810,"Coating, Engraving & Heat Treating Activities","Revêt., gravure, trait. therm. & act. analogues","Dofasco Inc., Stelco Inc.",,121472351,,Graham Brown,President/General Manager,9055610965,220,gbrown@baycoat.com, 244  Lanark Street ,Hamilton,Ontario,L8N3K7,25579,25579,0.5,12.5,0.45,134.1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,0,,0,25725.6,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G11125,2017,Sanimax ACI, 2001 de la Rotonde  ,Lévis,Quebec,G6X3R4,46.70440,-71.27220,8596,311614,Rendering and meat processing from carcasses,Fonte de graisses animales et transformation de la viande provenant de carcasses,Sanimax ACI,,100127331,,Laurie-Ann Rioux,Technicienne en règlementation ,4188324645,3172,laurie-ann.rioux@sanimax.com, 2001 Avenue de la Rotonde Avenue ,Charny,Quebec,G6X 2L9,28464.8947,28464.8947,0.588646,14.71615,0.3428,102.1544,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,0,,0,28581.76525,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G11126,2017,WINDSOR ALUMINUM PLANT, 4600 G.N. Booth Drive ,Windsor,Ontario,N9C4G8,42.27610,-83.08510,4416,331529,Non-Ferrous Foundries (except Die-Casting),Fond. métaux non ferr. sauf moulage sous press.,Nemak of Canada Corp.,,865735492,249096611,,,,,,    ,,,,24280.21,24280.21,0.478333,11.958325,0.428597,127.721906,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,0,,0,24419.89023,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G11127,2017,4 Wing Cold Lake,    ,Cold Lake,Alberta,T9M2C6,54.40770,-110.27780,6697,911110,Defense Services,Services de défense,DEPARTMENT OF NATIONAL DEFENCE,,121491807,,MARYAM MANESH,ENVIRONMENTAL ADVISOR,6139717629,,MARYAM.MANESH@FORCES.GC.CA, 101 Colonel By Drive Drive North,ottawa,Ontario,k1a 0k5,14679,14679,0.4491,11.2275,2.3037,686.5026,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,0,,0,15376.7301,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G11128,2017,Sivaco Québec, 800  Ouellette  ,Marieville,Quebec,J3M 1P5,45.43720,-73.16760,3812,331222,Steel Wire Drawing,Étirage de fils d'acier,Groupe des tréfileries Sivaco 2004,,863521779,205664811,Denis Péloquin,Directeur de l'exploitation,4506587694,,peloquin@sivaco.com, 800  Ouellette  ,Marieville,Quebec,J3M 1P5,16251.13,16251.13,0.388174,9.70435,0.288542,85.985516,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,0,,0,16346.81987,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G11129,2017,Welland Plant, 9061  Garner Road ,Niagara Falls,Ontario,L2H0Y2,43.04720,-79.15830,222,325999,All Other Misc. Chemical Product Mfg.,Fab. de tous les autres prod. chimiques divers,Cytec Canada Inc.,,136694114,249909557,,,,,,    ,,,,13464.135,13464.135,0.2299,5.7475,0.2024,60.3152,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,0,,0,13530.1977,Not Applicable / Sans objet,Applicable,Applicable,Applicable
G11130,2017,Swan Hills Treatment Center, 10000 Chrystina Lake Road ,Swan Hills,Alberta,T0G2C0,54.77500,-115.21860,1042,562210,Waste Treatment & Disposal,Traitement & élimination des déchets,SUEZ Canada Waste Services Inc.,,849681119,,Louisa Ramsey,Environmental Supervisor,7803334197,1229,louisa.ramsey@suez-na.com,  10000 Chrystina Lake Road ,Swan Hills,Alberta,T0G 2C0,32012.4,32012.4,17.416,435.4,39.81,11863.38,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,0,,0,44311.18,Applicable,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G11131,2017,Channel Lake 12-29,    ,NA,Alberta,,50.20270,-110.66130,,211110,Oil and Gas Extraction (except oil sands), Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Canlin Energy Corporation,,832265318,,,,,,,    ,,,,7556.4537,7556.4537,142.6885,3567.2125,0.7921,236.0458,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,0,,0,11359.712,Not Applicable / Sans objet,Applicable,Applicable,Not Applicable / Sans objet
G11132,2017,CAMI Assembly Plant, 300  Ingersoll Street ,Ingersoll,Ontario,N5C4A6,43.02080,-80.88720,3480,336110,Automobile & Light-Duty Motor Vehicle Mfg.,Fab. de voitures & véhicules automobiles légers,General Motors of Canada Company,General Motors of Canada Company,101980753,,Bobby Lo,Environmental Reporting and Compliance Manager,9056446185,,bobby.lo@gm.com, 1908  Colonel Sam Drive ,Oshawa,Ontario,L1H 8P7,40202.167,40202.167,0.792,19.8,0.706,210.388,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,0,,0,40432.355,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G11133,2017,3M BROCKVILLE 501, 60 California Avenue ,Brockville,Ontario,K6V5W1,44.61310,-75.69510,3210,322220,Paper bag and coated and treated paper Mfg,Fabrication de sacs en papier et de papier couché et traité,3M Canada Co.,3M Canada Company,894922491,249672858,,,,,,    ,,,,13315.92,13315.92,0.26,6.5,0.23,68.54,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,0,,0,13390.96,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G11134,2017,Queen's University - Kingston Main Campus, 99 University  Avenue ,Kingston,Ontario,K7L3N6,44.22370,-76.49900,10730,611310,Universities,Universités,Queen's University at Kingston,,107868705,,,,,,,    ,,,,45425.38832,45425.38832,0.895477,22.386925,0.848854,252.958492,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,0,,0,45700.73374,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G11135,2017,Portage la Prairie,  highway #1 and Simplot Road Highway West,Portage La Prairie,Manitoba,R1N3A4,49.97210,-98.39430,21477,311410,Frozen Food Mfg.,Fabrication d'aliments congelés,Simplot Canada (II) Ltd.,,857485726,,Eugenio Ferreira,Environmental Manager,2048571475,,femi.ferreira@simplot.com,  Highway #1 and Simplot Road Road West,Portage la Praire,Manitoba,R1N3A4,36498,36498,0.657,16.425,0.0657,19.5786,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,0,,0,36534.0036,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G11136,2017,MCCAIN FOODS (CANADA) - PORTAGE LA PRAIRIE, 1 McCain Avenue ,Portage La Prairie,Manitoba,R1N3B5,49.9926,-98.1977,6938,311410,Frozen Food Mfg.,Fabrication d'aliments congelés,McCain Foods Canada Ltd.,,103584124,200195923,Dean Melnic,Plant Manager,2048562832,,dsmelnic@mccain.ca, 1  McCain Avenue ,Portage la Prairie,Manitoba,R1N3B5,40434,40434,0.71,17.75,0.63,187.74,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,0,,0,40639.49,Not Applicable / Sans objet,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable
G11137,2017,Amadou Compressor Station 14-03-074-20W4,    ,Calling Lake,Alberta,,55.38642,-112.99701,17036,211110,Oil and Gas Extraction (except oil sands), Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Husky Oil Operations Limited,Husky Oil Operations Limited,889172573,207673393,Gord Jesse,"Director, Upstream Environmental Operations",4032987494,,Gord.Jesse@huskyenergy.com, 707 8 Avenue Southwest,Calgary,Alberta,T2P 3G7,8816.9739,8816.9739,146.6227,3665.5675,0.9264,276.0672,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,0,,0,12758.6086,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G11138,2017,Ansell Gas Plant 07-27-051-19W5,    ,Edson,Alberta,,53.42870,-116.72220,17067,211110,Oil and Gas Extraction (except oil sands), Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Husky Oil Operations Limited,Husky Oil Operations Limited,889172573,207673393,Gord Jesse,"Director, Upstream Environmental Operations",4032987494,,Gord.Jesse@huskyenergy.com, 707 8 Avenue Southwest,Calgary,Alberta,T2P 3G7,13249.644,13249.644,560.6188,14015.47,0.646,192.508,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,0,,0,27457.622,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Applicable
G11139,2017,Galloway Gas Plant 12-05-054-20W5,    ,Edson,Alberta,,53.63590,-116.93180,17070,211110,Oil and Gas Extraction (except oil sands), Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Husky Oil Operations Limited,Husky Oil Operations Limited,889172573,207673393,Gord Jesse,"Director, Upstream Environmental Operations",4032987494,,Gord.Jesse@huskyenergy.com, 707 8 Avenue Southwest,Calgary,Alberta,T2P 3G7,9885.9116,9885.9116,127.5153,3187.8825,0.1746,52.0308,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,0,,0,13125.8249,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Applicable
G11140,2017,CKF - HANTSPORT, 48 Prince Street ,Hantsport,Nova Scotia,B0P1P0,45.06470,-64.17190,6006,322299,Other converted paper product Mfg,Fabrication d'autres produits en papier transformé,CKF Inc.,,100985316,200275857,Ian Anderson,President,4162492694,,ianderson@ckfinc.com, 22 Iron Street ,Rexdale,Ontario,M9W 5E1,12830,12830,0.229106,5.72765,0.0229106,6.8273588,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,0,,0,12842.55501,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G11141,2017,Mikwan Gas Plant 05-19-035-22W4,    ,Elnora,Alberta,,52.01730,-113.14880,16983,211110,Oil and Gas Extraction (except oil sands), Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Trident Exploration Corp,Trident Exploration Corp,877246918,,,,,,,    ,,,,7883.746,7883.746,156.568,3914.2,0.212,63.176,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,0,,0,11861.122,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G11142,2017,MCMASTER UNIVERSITY,Suite 20 1280 Main Street West,Hamilton,Ontario,L8S4M3,43.26090,-79.91940,10600,611310,Universities,Universités,McMaster University,,119035988,,,,,,,    ,,,,23236,23236,1.078,26.95,0.457,136.186,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,0,,0,23399.136,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G11143,2017,Rowley Gas Plant 04-09-031-20W4,    ,Morrin,Alberta,,51.63540,-112.79260,16987,211110,Oil and Gas Extraction (except oil sands), Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Trident Exploration Corp,Trident Exploration Corp,877246918,,,,,,,    ,,,,6925.723,6925.723,173.878,4346.95,0.186,55.428,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,0,,0,11328.101,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G11144,2017,Stolberg Dehy 02-03-041-14W5,    ,Nordegg,Alberta,,52.49360,-115.93500,17072,211110,Oil and Gas Extraction (except oil sands), Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Husky Oil Operations Limited,Husky Oil Operations Limited,889172573,207673393,Gord Jesse,"Director, Upstream Environmental Operations",4032987494,,Gord.Jesse@huskyenergy.com, 707 8 Avenue Southwest,Calgary,Alberta,T2P 3G7,24190.0948,24190.0948,429.0169,10725.4225,1.5456,460.5888,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,0,,0,35376.1061,Not Applicable / Sans objet,Applicable,Applicable,Not Applicable / Sans objet
G11145,2017,Sylvan Lake Gas Plant 01-21-038-02W5,    ,Sylvan Lake,Alberta,,52.27570,-114.21880,16982,211110,Oil and Gas Extraction (except oil sands), Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Husky Oil Operations Limited,Husky Oil Operations Limited,889172573,207673393,Gord Jesse,"Director, Upstream Environmental Operations",4032987494,,Gord.Jesse@huskyenergy.com, 707 8 Avenue Southwest,Calgary,Alberta,T2P 3G7,16484.894,16484.894,39.6243,990.6075,0.298,88.804,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,0,,0,17564.3055,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G11146,2017,Cessford Comp Stn 04-14,    ,N/A,Alberta,,51.03860,-111.86400,016883,211110,Oil and Gas Extraction (except oil sands), Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Canadian Natural Resources Limited,Canadian Natural Resources Limited,121346357,209137967,,,,,,    ,,,,7856.142,7856.142,146.308,3657.7,0.166,49.468,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,0,,0,11563.31,Applicable,Not Applicable / Sans objet,Applicable,Applicable
G11147,2017,East Drumheller Sweet Gas Plant 02-05,    ,N/A,Alberta,,51.35900,-112.36010,016860,211110,Oil and Gas Extraction (except oil sands), Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Canadian Natural Resources Limited,Canadian Natural Resources Limited,121346357,209137967,,,,,,    ,,,,7464.695,7464.695,236.895,5922.375,0.202,60.196,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,0,,0,13447.266,Applicable,Not Applicable / Sans objet,Applicable,Applicable
G11148,2017,Maxhamish Comp Stn d-036-I,    ,N/A,British Columbia,,59.83260,-123.24500,19972,211110,Oil and Gas Extraction (except oil sands), Extraction de pétrole et de gaz (à l'exception des sables bitumineux),EOG Canada Oil & Gas Inc.,,101643245,200336845,Jason Rauen,Environmental Supervisor  ,3032629914,,jason_rauen@eogresources.com, 600 17 Street ,Denver,Colorado,80202,6974.094,6974.094,329.903,8247.575,0.179,53.342,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,0,,0,15275.011,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Applicable
G11149,2017,Forget Oil Battery 09-32,    ,N/A,Saskatchewan,,49.60450,-102.91250,023453,211110,Oil and Gas Extraction (except oil sands), Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Crescent Point Energy Corp.,,897480687,,,,,,,    ,,,,11874.793,11874.793,230.686,5767.15,0.07,20.86,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,0,,0,17662.803,Applicable,Not Applicable / Sans objet,Applicable,Applicable
G11150,2017,Glen Ewen Sour Gas Plant 05-14,    ,N/A,Saskatchewan,,49.20760,-102.04550,022243,211110,Oil and Gas Extraction (except oil sands), Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Crescent Point Energy Corp.,,897480687,,,,,,,    ,,,,7905.769,7905.769,189.675,4741.875,0.055,16.39,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,0,,0,12664.034,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Applicable
G11151,2017,idem, 25 mercier  ,Saint-Jean-sur-Richelieu,Quebec,J3B6E9,45.31230,-73.25980,4378,322299,Other converted paper product Mfg,Fabrication d'autres produits en papier transformé,Formica Canada Inc.,,101848877,,,,,,,    ,,,,15889.4,15889.4,0.31,7.75,0.276,82.248,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,0,,0,15979.398,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G11152,2017,"Centrale thermique, Service des immeubles", 2220 de l'Université Street ,Québec,Quebec,G1V 0A6,46.78300,-71.26540,6454,611310,Universities,Universités,Université Laval,,119278950,205532463,Denis Beaudoin,Directeur Service des immeubles,4186562131,5283,denis.beaudoin@si.ulaval.ca, 2220 rue de l'Université  ,Québec,Quebec,G1V 0A6,24746.54,24746.54,0.48,12,0.46,137.08,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,0,,0,24895.62,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G11153,2017,Canadian Forces Base Suffield, 393 Highway #884  ,Ralston,Alberta,T1A8K8,50.44360,-110.88250,6578,911110,Defense Services,Services de défense,DEPARTMENT OF NATIONAL DEFENCE,,121491807,,MARYAM MANESH,ENVIRONMENTAL ADVISOR,6139717629,,MARYAM.MANESH@FORCES.GC.CA, 101 Colonel By Drive Drive North,ottawa,Ontario,k1a 0k5,14107,14107,0.2711,6.7775,0.28,83.44,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,0,,0,14197.2175,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G11154,2017,LRE - Alexis 03-36,    ,N/A,Alberta,,53.79120,-114.61290,22579,211110,Oil and Gas Extraction (except oil sands), Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Long Run Exploration Ltd,,868176942,,,,,,,    ,,,,9255.087641,9255.087641,40.735068,1018.3767,0.167318,49.860764,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,0,,0,10323.32511,Applicable,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G11155,2017,LRE - Donnelly 06-01,    ,N/A,Alberta,,55.64050,-117.11930,22578,211110,Oil and Gas Extraction (except oil sands), Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Long Run Exploration Ltd,,868176942,,,,,,,    ,,,,23744.6349,23744.6349,40.973524,1024.3381,0.561641,167.369018,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,0,,0,24936.34202,Applicable,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G11156,2017,Gimli Plant, 19107 Seagram Road ,Gimli,Manitoba,R0C 1B0,50.65500,-97.00260,2097,312140,Distilleries,Distilleries,Diageo Canada Inc.,,895376481,201823619,Craig  Dryburgh,Site Director,2046421668,,craig.dryburgh@diageo.com, 19107 Seagram  Road ,Gimli,Manitoba,R0C 1B0,33703.9,33703.9,0.7,17.5,0.67,199.66,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,0,,0,33921.06,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G11157,2017,Battrum Oil Battery 10-21,    ,n/a,Saskatchewan,,50.53620,-108.28260,022823,211110,Oil and Gas Extraction (except oil sands), Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Crescent Point Energy Corp.,,897480687,,,,,,,    ,,,,14536.421,14536.421,388.664,9716.6,0.132,39.336,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,0,,0,24292.357,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Applicable
G11158,2017,"Kimberly Clark, Huntsville Mill", 570 Ravenscliffe Road ,Huntsville,Ontario,P1H2A1,45.34630,-79.24260,2917,322121,Paper (except Newsprint) Mills,Usines de papier (sauf papier journal),Kimberly-Clark Inc.,,897349536,,Jeff Graham,Engineering Manager,7057885262,,jgraham@kcc.com, 570 Ravenscliffe Road ,Huntsville,Ontario,P1H2A1,17088.789,17088.789,0.337,8.425,0.299,89.102,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,0,,0,17186.316,Applicable,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
G11159,2017,Warden Energy Centre, 8080 Warden Avenue ,Markham,Ontario,L6G1B4,43.84690,-79.33330,10448,221330,Steam & Air-Conditioning Supply,Production de vapeur & conditionnement de l'air,Markham District Energy Inc.,,866912389,,Peter Ronson,Vice President,9055132758,,pronson@mdei.ca, 8100 Warden Avenue  ,Markham,Ontario,L6G1B4,21223.61,21223.61,3.91,97.75,0.5,149,,0,,0,,0,0.0839,119.977,,0,,0,,0,,0,,0,,0,,0,,0,,0,119.977,,0,,0,,0,,0,,0,,0,,0,0,,0,21590.337,Not Applicable / Sans objet,Applicable,Applicable,Not Applicable / Sans objet
G11161,2017,Foothills Medical Centre, 1403  29th Street Northwest,Calgary,Alberta,T2N2T9,51.06510,-114.13050,15739,622111,General (except paediatric) hospitals,Hôpitaux généraux (sauf pédiatriques),Alberta  Health Services,,124072513,,,,,,,    ,,,,57417.53,57417.53,1.13,28.25,1.06,315.88,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,0,,0,57761.66,Not Applicable / Sans objet,Not Applicable / Sans objet,Applicable,Not Applicable / Sans objet
